partID,measure,movement,leg,result_n,result_bw
B09,HorzPeak,Dash,Single,193.751633,0.23949522002472187
B09,HorzPeak,Kong,Double,935.180115,1.1559704758961682
B09,HorzPeak,Kong,Single,393.713379,0.4866667231149567
B09,HorzRFD,Drop,Double,52546,64.95179233621755
B09,HorzRFD,Drop,Single,19312,23.871446229913474
B09,HorzRFD,Step,Double,6871,8.493201483312731
B09,HorzRFD,Step,Single,14201,17.553770086526576
B09,HorzRFD,Dash,Double,37560,46.427688504326326
B09,HorzRFD,Dash,Single,15762,19.483312731767615
B09,HorzRFD,Kong,Double,91962,113.67367119901112
B09,HorzRFD,Kong,Single,22613,27.95179233621755
B09,ResultantPeak,Drop,Double,2485.702042338067,3.0725612389840133
B09,ResultantPeak,Drop,Single,2441.278936792341,3.017650107283487
B09,ResultantPeak,Step,Double,2096.1220761441386,2.591003802403138
B09,ResultantPeak,Step,Single,2086.494875652254,2.579103678185728
B09,ResultantPeak,Dash,Double,2066.188266872078,2.554002802066846
B09,ResultantPeak,Dash,Single,1875.0915333169773,2.3177892871656085
B09,ResultantPeak,Kong,Double,3479.387936692464,4.300850354378818
B09,ResultantPeak,Kong,Single,2236.1160135826563,2.764049460547165
B09,ResultantAngle,Drop,Double,74.69730394453963,74.69730394453963
B09,ResultantAngle,Drop,Single,99.8484599426699,99.8484599426699
B09,ResultantAngle,Step,Double,84.53994856520555,84.53994856520555
B09,ResultantAngle,Step,Single,94.73852752546625,94.73852752546625
B09,ResultantAngle,Dash,Double,74.4931364796099,74.4931364796099
B09,ResultantAngle,Dash,Single,95.18488073055536,95.18488073055536
B09,ResultantAngle,Kong,Double,74.57207803222983,74.57207803222983
B09,ResultantAngle,Kong,Single,101.77779633402062,101.77779633402062
C10,VertPeak,Drop,Double,2205.211288,3.132402397727273
C10,VertPeak,Drop,Single,2188.563157,3.108754484375
C10,VertPeak,Step,Double,2270.324181,3.224892302556818
C10,VertPeak,Step,Single,2712.551181,3.853055654829545
C10,VertPeak,Dash,Double,1838.975471,2.6121810667613636
C10,VertPeak,Dash,Single,1752.365127,2.489155009943182
C10,VertPeak,Kong,Double,3300.158279,4.687724828125
C10,VertPeak,Kong,Single,2805.177452,3.9846270625
C10,VertRFD,Drop,Double,46689,66.31960227272727
C10,VertRFD,Drop,Single,63791,90.6122159090909
C10,VertRFD,Step,Double,38107,54.12926136363637
C10,VertRFD,Step,Single,25883,36.765625
C10,VertRFD,Dash,Double,38640,54.88636363636363
C10,VertRFD,Dash,Single,22221,31.563920454545453
C10,VertRFD,Kong,Double,196112,278.5681818181818
C10,VertRFD,Kong,Single,63068,89.58522727272727
C10,HorzPeak,Drop,Double,429.957458,0.6107350255681818
C10,HorzPeak,Drop,Single,394.464325,0.5603186434659091
C10,HorzPeak,Step,Double,414.982681,0.5894640355113636
C10,HorzPeak,Step,Single,189.587936,0.2693010454545455
C10,HorzPeak,Dash,Double,338.888901,0.4813762798295454
C10,HorzPeak,Dash,Single,39.845761,0.05659909232954546
